,tweet,views['count'],bookmark_count,favorite_count,quote_count,reply_count,retweet_count,label,preprocessed_tweet,lemmatized_tweet
138,Sania Nishtar blows the lid off the flood donation drive by IK. According to her a total of PKR 15b was pledged out of which 4b was received and close to $ 18m credit card donations were declined. She did lie about the 4b in bank accounts because the SB data shows only 50m. https://t.co/08jjcuwnWR,131638,78,780,21,24,442,0,"['ثانیہ', 'نشتر', 'ذریعہ', 'سیلاب', 'عطیہ', 'ڈرائیو', 'ڑککن', 'اڑا', 'کل', 'پی', 'آر', '15', 'بی', 'وعدہ', '4', 'بی', 'موصول', 'قریب', '18', 'ملین', 'ڈالر', 'کریڈٹ', 'کارڈ', 'عطیات', 'انکار', 'کردیا', 'بینک', 'اکاؤنٹس', '4', 'بی', 'جھوٹ', 'بولا', 'ایس', 'بی', 'ڈیٹا', '50', 'میٹر', 'دکھاتا']",ثانیہ نشتر ذریعہ سیلاب عطیہ ڈرائیو ڑککن اڑ کل پی آر 15 بی وعدہ 4 بی موصول قریب 18 ملین ڈالر کریڈٹ کارڈ عطیہ انکار کردیا بینک اکاؤنٹس 4 بی جھوٹ بولا ایس بی ڈیٹا 50 میٹر دکھاتا
139,"وزیر اعظم فلڈ ریلیف میں صرف 8 لاکھ روپے جمع ہو سکے،
فلڈ ریلیف کمیٹی غیر فعال کر دی گئ 😂",131638,4,8693,54,122,2157,1,"['وزیر', 'اعظم', 'فلڈ', 'ریلیف', '8', 'لاکھ', 'روپے', 'جمع', 'سکے', 'فلڈ', 'ریلیف', 'کمیٹی', 'غیر', 'فعال', 'گئ']",وزیر اعظم فلڈ ریلیف 8 لاکھ روپہ جمع سک فلڈ ریلیف کمیٹی غیر فعال گئ
140,"سیلاب زدگان کی امداد کیلئےPTIنےٹیلی تھون کے ذریعے 13 ارب روپے الٹھے کرنیکا اعلان کیا
اب ثانیہ نشتر صاحبہ نے بتایا4.30 ارب روپے اکٹھے ھوۓ جو اکاؤنٹس میں موجود ھیں 
سوالات:

رقم 2 تہاٸ بڑھا کرکیوں بتائ؟
چندے کی رقم کن اکاؤنٹس میں ھے؟بےسہارامتاثرین میں ابتک تقسیم کیوں نہیں کی؟",131638,7,2746,150,1455,891,0,"['سیلاب', 'زدگان', 'امداد', 'کیلئے', 'PTI', 'نےٹیلی', 'تھون', '13', 'ارب', 'روپے', 'الٹھے', 'کرنیکا', 'اعلان', 'اب', 'ثانیہ', 'نشتر', 'صاحبہ', 'بتایا', '4', '30', 'ارب', 'روپے', 'اکٹھے', 'ھوۓ', 'اکاؤنٹس', 'موجود', 'ھیں', 'سوالات', 'رقم', '2', 'تہاٸ', 'بڑھا', 'کرکیوں', 'بتائ', 'چندے', 'رقم', 'کن', 'اکاؤنٹس', 'ھے', 'بےسہارامتاثرین', 'ابتک', 'تقسیم']",سیلاب زدگان مدد کیلئے PTI نےٹیلی تھون 13 ارب روپہ الٹھا کرنیکا اعلان اب ثانیہ نشتر صاحبہ بتا 4 30 ارب روپہ اکٹھا ھوۓ اکاؤنٹس موجود ھیں سوال رقم 2 تہاٸ بڑھ کرکی بتائ چندہ رقم کن اکاؤنٹس ھے بےسہارامتاثرین ابتک تقسیم
141,"""نیب کے قانون میں ترامیم ہم نے نہیں کیں۔ ہم سے فوج نے کروائی ہیں"" -

مفتاح اسماعیل
😳😳😳

ایتھے رکھ۔ کیا DG ISI ن لیگ کے اس دعوے کی ذمہ داری قبول کریں گے؟

یا اس الزام کی تردید کرنے کیلئے پریس کانفرنس کریں گے؟ 😳🤔 https://t.co/pyTZrxsgvS",131638,116,15704,394,349,8612,1,"['نیب', 'قانون', 'ترامیم', 'کیں', 'فوج', 'کروائی', 'مفتاح', 'اسماعیل', 'ایتھے', 'رکھ', 'DG', 'ISI', 'ن', 'لیگ', 'دعوے', 'ذمہ', 'داری', 'قبول', 'الزام', 'تردید', 'کیلئے', 'پریس', 'کانفرنس']",نیب قانون ترامیم کر فوج کروا مفتاح اسماعیل ایتھ رکھ DG ISI ن لیگ دعوے ذمہ داری قبول الزام تردید کیلئے پریس کانفرنس
142,"دھماسہ بوٹی کی تصویر.. انگریزی میں Fogonia کہتے ہیں..
اس پر ریسرچ کریں.. بہت زبردست بوٹی ہے...
کینسر ہیپاٹائٹس اے بی سی اور تھلیسیمیا جیسے مضر امراض کا اس میں علاج ہے..
یہ ویران اور صحرائی علاقوں میں پائی جاتی ہے.. https://t.co/hG4cBiw0pS",131638,0,3,0,2,1,1,"['دھماسہ', 'بوٹی', 'تصویر', 'انگریزی', 'Fogonia', 'کہتے', 'ریسرچ', 'زبردست', 'بوٹی', 'کینسر', 'ہیپاٹائٹس', 'بی', 'تھلیسیمیا', 'مضر', 'امراض', 'علاج', 'ویران', 'صحرائی', 'علاقوں', 'پائی']",دھماسہ بوٹی تصویر انگریزی Fogonia کہہ ریسرچ زبردست بوٹی کینسر ہیپاٹائٹس بی تھلیسیمیا مضر مرض علاج ویران صحرائی علاقہ پا
143,"بدقسمتی سے غیر ملکی پاکستان پر حاکمیت کر رہے ہیں 
اس لیئے پاکستانیوں کو روٹی کپڑا اور مکان میسر نہیں 
یہ  غیرملکی حکمران  جوتے 80 لاکھ کے پہنتے ہے 
پاکستان کے وزیر خارجہ کے ساتھ جھنڈا کس ملک کا لگا ہوا ہے ؟ https://t.co/SI1t0gPuPv",131638,0,21,1,0,21,1,"['بدقسمتی', 'غیر', 'ملکی', 'پاکستان', 'حاکمیت', 'لیئے', 'پاکستانیوں', 'روٹی', 'کپڑا', 'مکان', 'میسر', 'غیرملکی', 'حکمران', 'جوتے', '80', 'لاکھ', 'پہنتے', 'پاکستان', 'وزیر', 'خارجہ', 'جھنڈا', 'ملک']",بدقسمتی غیر ملکی پاکستان حاکمیت لیئے پاکستانی روٹی کپڑا مکان میسر غیرملکی حکمران جو 80 لاکھ پہنتہ پاکستان وزیر خارجہ جھنڈا ملک
144,When u create fake medical reports of people u illegally arrest then its these little things that expose you! Check the date on the medical report of Senator Azam Swati! The sapm-seeking journos who welcomed this report should have perhaps seen the date also! #ReleaseAzamSwati https://t.co/xhM7VrlVcA,131638,1,2733,30,79,1248,1,"['جعلی', 'طبی', 'رپورٹیں', 'بناتے', 'غیر', 'قانونی', 'گرفتاری', 'چھوٹی', 'چھوٹی', 'چیزیں', 'نقاب', 'سینیٹر', 'اعظم', 'سواتی', 'میڈیکل', 'رپورٹ', 'تاریخ', 'چیک', 'رپورٹ', 'خیرمقدم', 'SAPM', 'متلاشی', 'جریدے', 'تاریخ', 'دیکھنا', 'ریلیسازامسوتی']",جعلی طبی رپورٹ بنا غیر قانونی گرفتاری چھوٹی چھوٹی چیز نقاب سینیٹر اعظم سواتی میڈیکل رپورٹ تاریخ چیک رپورٹ خیرمقدم SAPM متلاشی جریدہ تاریخ دیکھ ریلیسازامسوتی
145,#عمرانڈو_جج_نامنظور,131638,0,0,0,1,0,0,['عمرانڈو_جج_نامنظور'],عمرانڈو_جج_نامنظور
146,"یہ کشمیر,افغانستان نہیں،نہ ہی بارڈر ایریا ہے، بلکہ یہ چکری چونترہ کے مضافات میں دھڑلے سے لینڈ مافیا سرکار کی سرپرستی میں قابض ہو رہا ہے،جعلی ریکارڈ بنا کر لوگوں کی جائیدادیں ہتھیائیں اب پورا علاقہ میدان جنگ بن چکا ہے
@ARYNEWSOFFICIAL @BBCUrdu @CMShehbaz @OfficialDPRPP @CS_Punjab https://t.co/ocyR7tiKVI",131638,0,24,1,5,12,1,"['کشمیر', 'افغانستان', 'بارڈر', 'ایریا', 'چکری', 'چونترہ', 'مضافات', 'دھڑلے', 'لینڈ', 'مافیا', 'سرکار', 'سرپرستی', 'قابض', 'جعلی', 'ریکارڈ', 'جائیدادیں', 'ہتھیائیں', 'اب', 'پورا', 'علاقہ', 'میدان', 'جنگ', 'چکا', 'ARYNEWSOFFICIAL', 'BBCUrdu', 'CMShehbaz', 'OfficialDPRPP', 'CS_Punjab']",کشمیر افغانستان بارڈر ایریا چکری چونترہ مضافات دھڑلا لینڈ مافیا سرکار سرپرستی قابض جعلی ریکارڈ جائیداد ہتھیا اب پورا علاقہ میدان جنگ چک ARYNEWSOFFICIAL BBCUrdu CMShehbaz OfficialDPRPP CS_Pun jab
147,لاھور جي پوليس اڄ ٻن ڏوھارين کي جھلي انھن وٽان پنج مڻ ڏيڏرن جو گوشت ھٿ ڪري ورتو آهي جيڪو ھوٽلن کي سپلاءِ ڪرڻ پئي ويا. سال ڏيڍ اڳ لاھور وارن کي ڪڏھن ۽ ڪتن جو گوشت به کارائي ڇڏيو ھو ھنن حرامين https://t.co/dENLZ8GiDB,131638,4,183,13,30,43,1,"['لاھور', 'جی', 'پولیس', 'اڄ', 'ٻن', 'ڏوھارین', 'جھلی', 'انھن', 'وٽان', 'پنج', 'مڻ', 'ڏیڏرن', 'گوشت', 'ھٿ', 'ڪری', 'ورتو', 'آہی', 'جیڪو', 'ھوٽلن', 'سپلاء', 'ڪرڻ', 'پئی', 'ویا', 'سال', 'ڏیڍ', 'اڳ', 'لاھور', 'وارن', 'ڪڏھن', 'ڪتن', 'گوشت', 'بہ', 'کارائی', 'ڇڏیو', 'ھو', 'ھنن', 'حرامین']",لاھور جی پولیس اڄ ٻن ڏوھارین جھلی انھن وٽان پنج مڻ ڏیڏرن گوشت ھٿ ڪری ورتو آہی جیڪو ھوٽلن سپلاء ڪرڻ پئی ویا سال ڏیڍ اڳ لاھور وارن ڪڏھن ڪتن گوشت بہ کارائی ڇڏیو ھو ھنن حامم
148,پِھٹے ہوئے دیسی ولایتی وزیر خارجہ کے پیچھے جھنڈا کون سے ملک کا ہے۔۔؟؟🤔 https://t.co/R07i3OtCIq,131638,8,7972,98,397,2631,1,"['پھٹے', 'دیسی', 'ولایتی', 'وزیر', 'خارجہ', 'جھنڈا', 'ملک']",پھٹا دیسی ولایتی وزیر خارجہ جھنڈا ملک
149,"پشاور، HMC یونیورسٹی کی ھاسٹل میں رہنے والی لڑکیوں کی عزّت خطرے میں۔
لڑکیوں کی ہاسٹل میں زبردستی مردوں کو ٹھہرایا گیا ہے، احتجاج کرنے پر HMC اسٹاف بچیوں کو دھمکیاں دے رہا ہے۔
پوسٹ @Sana_J1 کی وال سے کاپی شدہ
@AmirMuqamAM , @Alikhanyzai https://t.co/oL2XzZYcHq",131638,0,13,2,2,13,1,"['پشاور', 'HMC', 'یونیورسٹی', 'ھاسٹل', 'لڑکیوں', 'عز', 'ت', 'خطرے', 'لڑکیوں', 'ہاسٹل', 'زبردستی', 'مردوں', 'ٹھہرایا', 'احتجاج', 'HMC', 'اسٹاف', 'بچیوں', 'دھمکیاں', 'پوسٹ', 'Sana_J1', 'وال', 'کاپی', 'شدہ', 'AmirMuqamAM', 'Alikhanyzai']",پشاور HMC یونیورسٹی ھاسٹل لڑکی عز ت خطرہ لڑکی ہاسٹل زبردستی مردہ ٹھہرا احتجاج HMC اسٹاف بچی دھمکی پوسٹ Sana_J1 وال کاپی شدہ AmirMu qamAM Ali k hanyzai
150,"سوشل میڈیا پر جھوٹی خبر پر 7 سال قید ہو سکتی ہے، ایف آئی اے کو مزید اختیارات دینے کا فیصلہ کر لیا گیا، وفاقی کابینہ نے ایف آئی اے ایکٹ میں مزید ترامیم کی منظوری دے دی، پارلیمنٹ سے منظوری کے بعد باقاعدہ قانون بن جائے گا۔
یہاں اس ملک میں تو سچی خبریں بھی جھوٹی ہو جاتی ہیں",131638,1,7544,58,262,2163,0,"['سوشل', 'میڈیا', 'جھوٹی', 'خبر', '7', 'سال', 'قید', 'سکتی', 'ایف', 'اختیارات', 'فیصلہ', 'وفاقی', 'کابینہ', 'ایف', 'ایکٹ', 'ترامیم', 'منظوری', 'پارلیمنٹ', 'منظوری', 'بعد', 'باقاعدہ', 'قانون', 'ملک', 'سچی', 'خبریں', 'جھوٹی']",سوشل میڈیا جھوٹا خبر 7 سال قید سک ایف اختیار فیصلہ وفاقی کابینہ ایف ایکٹ ترامیم منظوری پارلیمنٹ منظوری بعد باقاعدہ قانون ملک سچی خبر جھوٹا
151,"پاکستان ڈیفالٹ نہیں کرےگا۔کوئی فرق نہیں پڑتا،اگرIMFنہیں آتا,اُنکی منتیں نہیں کرنی۔میں نےپاکستان کےمعاملات کودیکھناہے۔ہمارانواں ریویومکمل ہے۔IMFکوپاکستان کوقسط کےپیسےدینےچاہیں۔انہیں کہہ دیا ہےکہ آپکارویہabnormalہے۔اگرIMFنہیں آتاتوہم مینج کرلینگے۔اسحاق ڈار

 https://t.co/3dQ4gDfqsI",131638,8,1028,30,113,241,1,"['پاکستان', 'ڈیفالٹ', 'کرےگا', 'فرق', 'پڑتا', 'IMF', 'انکی', 'منتیں', 'کرنی', 'نےپاکستان', 'کےمعاملات', 'کودیکھناہے', 'ہمارانواں', 'ریویومکمل', 'IMF', 'کوپاکستان', 'کوقسط', 'کےپیسےدینےچاہیں', 'ہےکہ', 'آپکارویہ', 'abnormal', 'IMF', 'آتاتوہم', 'مینج', 'کرلینگے', 'اسحاق', 'ڈار']",پاکستان ڈیفالٹ کر فرق پڑ IMF انکی منتیں کر نےپاکستان کےمعاملات کودیکھناہے ہمارانواں ریویومکمل IMF کوپاکستان کوقسط کےپیسےدینےچاہیں ہےکہ آپکارویہ abnormal IMF آتاتوہم مینج کرلینگے اسحاق ڈار
152,"Beautiful moment during #QatarWorldCup2022 when #Qatar stadium paused to offer #prayers. #FIFAWorldCup2022 is a fantastic opportunity to showcase to world, importance of peace &amp; compassion in #Islam. #Qatar is doing a great job, highlighting diversity &amp; culture of Islamic states https://t.co/v4G73voW04",131638,30,3038,61,0,639,1,"['قطر', 'ورلڈکپ', '2022', 'خوبصورت', 'لمحہ', 'قطر', 'اسٹیڈیم', 'پریریوں', 'پیش', 'توقف', 'فیفا', 'ورلڈکپ', '2022', 'دنیا', 'ظاہر', 'بہترین', 'موقع', 'امن', 'اہمیت', 'amp', 'اسلام', 'ہمدردی', 'قیٹر', 'تنوع', 'اجاگر', 'اچھا', 'کام', 'amp', 'اسلامی', 'ریاستوں', 'ثقافت']",قطر ورلڈکپ 2022 خوبصورت لمحہ قطر اسٹیڈیم پریری پیش توقف فیفا ورلڈکپ 2022 دنیا ظاہر بہترین موقع امن اہمیت amp اسلام ہمدردی قیٹر تنوع اجاگر اچھا کام amp اسلامی ریاست ثقافت
153,"While the digital rights advocates in Pakistan still discouraging bad regulations like “Removal and Blocking of Unlawful Online Content (Procedure, Oversight and Safeguards) Rules, 2021” @Google went ahead and registered itself locally in Pakistan. https://t.co/HDm5jsjJDH",131638,2,27,2,2,9,0,"['پاکستان', 'ڈیجیٹل', 'حقوق', 'حامی', 'خراب', 'ضوابط', 'حوصلہ', 'شکنی', 'غیر', 'قانونی', 'آن', 'لائن', 'مواد', 'طریقہ', 'کار', 'نگرانی', 'حفاظتی', 'انتظامات', 'قواعد', 'ہٹانا', 'مسدود', '2021', 'گوگل', 'آگے', 'بڑھا', 'مقامی', 'پاکستان', 'رجسٹر']",پاکستان ڈیجیٹل حق حامی خراب ضابطہ حوصلہ شکنی غیر قانونی آن لائن مواد طریقہ کار نگرانی حفاظتی انتظام قواعد ہٹانا مسدود 2021 گوگل آگے بڑھ مقامی پاکستان رجسٹر
154,"An important message
#ArmySecretAct 
#WeStandwithourArmedForces 🇵🇰🇱🇾🇵🇰🇱🇾🇵🇰🇱🇾
Ye mulk hai kis ka?
Bhutto ka ✊️✊️✊️ https://t.co/r3JOEB5QWJ",380,1,27,0,0,22,1,"['اہم', 'پیغام', 'Armysecretact', 'Westandwithouradforces', 'مولک', 'ہائی', 'بھٹو']",اہم پیغام Armysecretact Westand withouradforces مولک ہائی بھٹو
155,https://t.co/zCTVNHpQWr,13045,5,140,2,0,41,1,,
156,Imran Niazi's sister Uzma Khan committed mega corruption by buying thousands of kanals of government owned land worth Rs 6 billion in Muzaffargarh for Rs 13 crore with the connivance of Usman Buzdar and Farah Gogi. https://t.co/j1IoLYjBlb,1033,0,1,1,0,0,1,"['عمران', 'نیازی', 'بہن', 'اوزما', 'خان', 'مظفر', 'گڑھ', '6', 'ارب', 'روپے', 'مالیت', 'ہزاروں', 'کنالوں', 'ملکیت', 'ملکیت', 'ملک', 'ملکیت', 'ملکیت', 'خرید', 'میگا', 'بدعنوانی', 'ارتکاب', 'عثمان', 'بوزدر', 'فرح', 'گگی', 'ملی', 'بھگت', '13', 'کروڑ', 'روپے']",عمران نیازی بہن اوزما خان مظفر گڑھ 6 ارب روپہ مالیت ہزار کنال ملکیت ملکیت ملک ملکیت ملکیت خرید میگا بدعنوانی ارتکاب عثمان بوزدر فرح گگی مل بھگت 13 کروڑ روپہ
157,جس طیارے سے ایم ایم عالم نے ایک منٹ کے اندر بھارت کے چھ جنگی جہاز مار گرائے تھے، تم اور تمھارے بلوائیوں نے قومی فخر کی اس علامت کو جلا کر راکھ کر دیا ؟ عمران تم پاکستانی کہلانے کے لائق ہو؟ تمھارا کوئی رشتہ ہے اس مٹی سے؟ کون ہو تم؟ کس نے تمھیں بھیجا ہے؟ https://t.co/343JaevlLy,3970747,62,16515,1834,15287,7122,1,"['طیارے', 'ایم', 'ایم', 'عالم', 'منٹ', 'اندر', 'بھارت', 'چھ', 'جنگی', 'جہاز', 'مار', 'گرائے', 'تمھارے', 'بلوائیوں', 'قومی', 'فخر', 'علامت', 'جلا', 'راکھ', 'عمران', 'پاکستانی', 'کہلانے', 'لائق', 'تمھارا', 'رشتہ', 'مٹی', 'تمھیں', 'بھیجا']",طیارہ ایم ایم عالم منٹ اندر بھارت چھ جنگی جہاز مار گرائے تمھارے بلوائی قومی فخر علامت جلا راکھ عمران پاکستانی کہلانے لائق تمھارا رشتہ مٹی تمھ بھیج
